,Landfall,Days,MaxWind,MinWind,AWind
1377,1.0,22.0,65.0,25.0,43.80952380952381
1378,0.0,279.0,30.0,20.0,25.88235294117647
1379,0.0,3.0,35.0,20.0,27.692307692307693
1380,0.0,13.0,45.0,20.0,34.166666666666664
1381,1.0,10.0,45.0,20.0,28.846153846153847
1382,1.0,3.0,65.0,20.0,31.21212121212121
1383,0.0,4.0,55.0,25.0,39.44444444444444
1384,0.0,0.0,50.0,25.0,37.30769230769231
1385,1.0,1.0,70.0,15.0,43.0
1386,1.0,11.0,160.0,25.0,77.34693877551021
1387,0.0,9.0,125.0,30.0,81.86363636363636
1388,0.0,12.0,40.0,25.0,30.0
1389,1.0,38.0,125.0,25.0,63.9622641509434
1390,1.0,-170.0,65.0,30.0,47.94871794871795
1391,0.0,74.0,25.0,20.0,23.88888888888889
1392,0.0,7.0,30.0,30.0,30.0
1393,0.0,0.0,30.0,15.0,24.666666666666668
1394,0.0,15.0,30.0,25.0,26.5625
1395,0.0,23.0,30.0,25.0,27.5
1396,0.0,22.0,25.0,25.0,25.0
1397,0.0,239.0,30.0,25.0,27.77777777777778
1398,0.0,9.0,25.0,25.0,25.0
1399,1.0,15.0,45.0,20.0,28.96551724137931
1400,0.0,21.0,45.0,25.0,35.27777777777778
1401,1.0,1.0,70.0,20.0,41.25
1402,1.0,8.0,90.0,25.0,63.1578947368421
1403,0.0,10.0,30.0,25.0,25.416666666666668
1404,0.0,8.0,90.0,25.0,58.91891891891892
1405,0.0,1.0,75.0,25.0,42.93650793650794
1406,0.0,3.0,25.0,20.0,24.166666666666668
1407,0.0,11.0,125.0,25.0,76.37931034482759
1408,1.0,6.0,140.0,25.0,79.765625
1409,0.0,16.0,60.0,25.0,37.857142857142854
1410,0.0,10.0,30.0,25.0,28.333333333333332
1411,1.0,47.0,75.0,15.0,48.5
1412,0.0,177.0,50.0,25.0,36.25
1413,0.0,59.0,25.0,25.0,25.0
1414,0.0,2.0,60.0,25.0,35.90909090909091
1415,0.0,7.0,70.0,20.0,46.75675675675676
1416,0.0,4.0,45.0,25.0,36.29032258064516
1417,1.0,-2.0,85.0,20.0,44.166666666666664
1418,0.0,9.0,40.0,20.0,29.886363636363637
1419,0.0,13.0,35.0,15.0,28.076923076923077
1420,0.0,1.0,105.0,25.0,72.6829268292683
1421,0.0,10.0,55.0,20.0,38.26923076923077
1422,0.0,14.0,85.0,25.0,58.45454545454545
1423,0.0,3.0,30.0,30.0,30.0
1424,0.0,12.0,75.0,25.0,36.774193548387096
1425,0.0,3.0,70.0,30.0,49.2
1426,0.0,3.0,65.0,40.0,53.68421052631579
1427,0.0,7.0,55.0,15.0,31.176470588235293
1428,0.0,256.0,75.0,20.0,50.21739130434783
1429,0.0,6.0,45.0,20.0,27.6
1430,0.0,42.0,30.0,20.0,25.833333333333332
1431,1.0,8.0,100.0,10.0,40.36363636363637
1432,0.0,4.0,30.0,25.0,28.571428571428573
1433,0.0,7.0,30.0,25.0,28.846153846153847
1434,0.0,3.0,115.0,15.0,53.72093023255814
1435,0.0,1.0,45.0,25.0,36.31578947368421
1436,1.0,37.0,50.0,25.0,37.22222222222222
1437,1.0,9.0,40.0,25.0,37.27272727272727
1438,0.0,1.0,25.0,25.0,25.0
1439,0.0,3.0,90.0,25.0,57.22222222222222
1440,1.0,176.0,65.0,30.0,51.36363636363637
1441,0.0,65.0,45.0,25.0,33.214285714285715
1442,0.0,29.0,30.0,25.0,29.0
1443,0.0,23.0,30.0,20.0,26.875
1444,1.0,32.0,150.0,20.0,73.9423076923077
1445,0.0,4.0,95.0,20.0,58.36065573770492
1446,0.0,1.0,95.0,25.0,60.666666666666664
1447,1.0,3.0,55.0,25.0,42.22222222222222
1448,0.0,1.0,30.0,20.0,28.0
1449,0.0,26.0,55.0,25.0,37.58620689655172
1450,0.0,221.0,75.0,30.0,51.12903225806452
1451,0.0,18.0,35.0,25.0,29.545454545454547
1452,1.0,47.0,35.0,25.0,30.333333333333332
1453,1.0,10.0,50.0,20.0,39.24242424242424
1454,1.0,8.0,40.0,30.0,34.166666666666664
1455,0.0,1.0,100.0,25.0,58.52459016393443
1456,0.0,15.0,45.0,25.0,35.714285714285715
1457,0.0,7.0,70.0,25.0,56.08695652173913
1458,1.0,4.0,85.0,20.0,39.333333333333336
1459,0.0,11.0,65.0,30.0,41.92307692307692
1460,0.0,274.0,30.0,30.0,30.0
1461,1.0,20.0,55.0,10.0,27.1875
1462,1.0,25.0,30.0,15.0,24.166666666666668
1463,1.0,2.0,50.0,15.0,26.25
1464,0.0,13.0,70.0,30.0,48.666666666666664
1465,1.0,11.0,30.0,30.0,30.0
1466,1.0,12.0,60.0,25.0,46.25
1467,0.0,3.0,50.0,20.0,33.611111111111114
1468,1.0,3.0,30.0,25.0,28.0
1469,0.0,2.0,30.0,25.0,29.285714285714285
1470,0.0,34.0,30.0,25.0,27.857142857142858
1471,0.0,6.0,95.0,30.0,59.642857142857146
1472,1.0,207.0,75.0,20.0,39.91525423728814
1473,1.0,32.0,65.0,30.0,45.142857142857146
1474,1.0,7.0,60.0,20.0,41.25
1475,0.0,16.0,60.0,25.0,44.8780487804878
1476,1.0,3.0,40.0,20.0,26.59090909090909
1477,1.0,5.0,85.0,20.0,51.333333333333336
1478,1.0,3.0,30.0,20.0,25.0
1479,0.0,1.0,120.0,30.0,64.56521739130434
1480,1.0,13.0,60.0,30.0,42.27272727272727
1481,0.0,0.0,95.0,30.0,72.6829268292683
1482,1.0,0.0,95.0,30.0,62.72727272727273
1483,1.0,4.0,35.0,20.0,26.136363636363637
1484,0.0,1.0,45.0,30.0,36.935483870967744
1485,1.0,13.0,120.0,25.0,86.51515151515152
1486,0.0,3.0,30.0,25.0,27.647058823529413
1487,1.0,14.0,100.0,20.0,51.139240506329116
1488,0.0,1.0,65.0,25.0,49.333333333333336
1489,1.0,7.0,130.0,25.0,54.61538461538461
1490,0.0,3.0,50.0,30.0,41.25
1491,1.0,13.0,100.0,25.0,54.642857142857146
1492,0.0,7.0,55.0,20.0,36.31578947368421
1493,0.0,234.0,75.0,30.0,57.41379310344828
1494,1.0,18.0,45.0,25.0,35.22727272727273
1495,1.0,19.0,100.0,30.0,60.588235294117645
1496,1.0,26.0,75.0,25.0,48.888888888888886
1497,1.0,0.0,70.0,20.0,41.8
1498,0.0,4.0,125.0,25.0,77.26027397260275
1499,1.0,3.0,105.0,15.0,53.47222222222222
1500,0.0,8.0,40.0,30.0,33.793103448275865
1501,1.0,21.0,120.0,25.0,61.22641509433962
1502,0.0,10.0,100.0,20.0,58.484848484848484
1503,1.0,7.0,60.0,25.0,43.723404255319146
1504,1.0,3.0,45.0,25.0,36.42857142857143
1505,1.0,30.0,100.0,25.0,63.75
1506,0.0,199.0,65.0,20.0,36.01851851851852
1507,0.0,30.0,45.0,25.0,34.44444444444444
1508,0.0,11.0,40.0,25.0,32.10526315789474
1509,0.0,2.0,65.0,30.0,52.0
1510,0.0,3.0,40.0,25.0,34.6875
1511,1.0,1.0,70.0,20.0,39.8936170212766
1512,0.0,48.0,30.0,25.0,28.75
1513,0.0,31.0,110.0,25.0,63.35820895522388
1514,0.0,10.0,40.0,25.0,33.23529411764706
1515,0.0,286.0,40.0,30.0,35.0
1516,0.0,23.0,45.0,25.0,35.38461538461539
1517,1.0,2.0,100.0,25.0,68.87755102040816
1518,1.0,3.0,60.0,20.0,31.53846153846154
1519,0.0,7.0,90.0,25.0,66.14754098360656
1520,1.0,8.0,85.0,30.0,49.54545454545455
1521,1.0,7.0,55.0,20.0,33.57142857142857
1522,1.0,2.0,135.0,20.0,75.21126760563381
1523,1.0,2.0,40.0,20.0,31.666666666666668
1524,0.0,2.0,80.0,25.0,50.833333333333336
1525,0.0,2.0,90.0,25.0,58.333333333333336
1526,0.0,12.0,90.0,25.0,53.46153846153846
1527,0.0,17.0,65.0,30.0,50.0
1528,1.0,33.0,155.0,20.0,63.07692307692308
1529,0.0,199.0,75.0,25.0,49.42857142857143
1530,0.0,21.0,50.0,25.0,39.03846153846154
1531,1.0,47.0,30.0,25.0,28.75
1532,1.0,1.0,125.0,20.0,59.61538461538461
1533,0.0,5.0,120.0,30.0,65.49019607843137
1534,1.0,0.0,90.0,20.0,52.95454545454545
1535,0.0,12.0,45.0,30.0,37.77777777777778
1536,1.0,2.0,30.0,25.0,28.75
1537,1.0,4.0,135.0,25.0,74.5
1538,0.0,8.0,130.0,30.0,88.87755102040816
1539,1.0,15.0,50.0,30.0,42.857142857142854
1540,0.0,2.0,30.0,30.0,30.0
1541,0.0,6.0,30.0,25.0,29.583333333333332
1542,1.0,5.0,95.0,20.0,62.94117647058823
1543,1.0,11.0,85.0,25.0,56.61764705882353
1544,1.0,16.0,35.0,20.0,26.875
1545,1.0,207.0,135.0,20.0,64.23076923076923
1546,0.0,16.0,25.0,25.0,25.0
1547,0.0,41.0,30.0,25.0,29.166666666666668
1548,0.0,5.0,110.0,25.0,63.04597701149425
1549,0.0,5.0,30.0,25.0,28.46153846153846
1550,0.0,4.0,45.0,25.0,36.111111111111114
1551,0.0,2.0,35.0,20.0,26.666666666666668
1552,1.0,13.0,75.0,30.0,54.78260869565217
1553,0.0,7.0,35.0,25.0,32.5
1554,1.0,2.0,30.0,25.0,26.666666666666668
